Time,Manual_Count,Time,ASUSTek COMPUTER INC.,Time,Enerpoint Ltd.,Time,NETCOMM LIMITED,Time,UNKNOWN,Time,"GIGA-BYTE TECHNOLOGY CO.,LTD.",Time,Billion Electric Co. Ltd.,Time,NETGEAR,Time,"Samsung Electro Mechanics co., LTD.",Time,Belkin International Inc.,Time,Apple,Time,"CISCO SYSTEMS, INC.",Time,"TP-LINK TECHNOLOGIES CO.,LTD.",Time,Netgear Inc.,Time,Intel Corporate,Time,DrayTek Corp.,Time,"Apple, Inc",Time,"NETGEAR INC.,",Time,"Samsung Electro Mechanics co.,LTD.",Time,"Hon Hai Precision Ind. Co.,Ltd.",Time,Ubiquiti Networks,Time,Hewlett Packard,Time,IBM Corp,Time,Elitegroup Computer System Co.,Time,Liteon Tech Corp.,Time,HTC Corporation,Time,Hewlett-Packard Company,Time,"Billion Electric Co., Ltd.",Time,SEIKO EPSON CORPORATION,Time,"Murata Manufactuaring Co.,Ltd.",Time,Netgear Inc,Time,"Apple, Inc.",Time,Routerboard.com,Time,"SAMSUNG ELECTRO MECHANICS CO.,LTD.",Time,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",Time,Lexmark International Inc.,Time,ICP Electronics Inc.,Time,"Samsung Electronics Co.,Ltd"
1013,13,1013,0,1013,2,1013,1,1013,1,1013,1,1013,2,1013,3,1013,0,1013,1,1013,6,1013,2,1013,2,1018,1,1018,1,1022,2,1022,3,1043,1,1047,0,1047,0,1051,0,1055,1,1064,0,1094,0,1128,0,1131,0,1187,0,1229,0,1283,0,1389,0,1419,0,1613,0,1904,0,1938,0,2293,0,,,,,,
1018,13,1018,0,1018,2,1018,1,1018,2,1018,1,1018,2,1018,3,1018,0,1018,1,1018,6,1018,1,1018,2,1022,1,1022,1,1026,2,1026,3,1047,1,1051,0,1051,0,1055,0,1059,1,1068,0,1097,0,1131,0,1136,0,1190,0,1233,0,1288,0,1393,0,1422,0,1618,0,1908,0,1941,0,2297,0,,,,,,
1022,13,1022,0,1022,2,1022,1,1022,2,1022,1,1022,2,1022,3,1022,0,1022,1,1022,6,1022,1,1022,2,1026,1,1026,1,1031,2,1031,3,1051,1,1055,0,1055,0,1059,0,1064,1,1073,0,1102,0,1136,1,1140,0,1195,0,1237,0,1292,0,1397,0,1427,0,1621,0,1913,0,1946,0,2301,0,,,,,,
1026,13,1026,0,1026,2,1026,1,1026,2,1026,1,1026,2,1026,3,1026,0,1026,1,1026,7,1026,2,1026,2,1031,1,1031,1,1034,2,1034,3,1055,1,1059,0,1059,0,1064,0,1068,1,1077,0,1107,0,1140,1,1145,0,1199,0,1241,0,1296,0,1401,0,1431,0,1626,0,1917,0,1950,0,2305,0,,,,,,
1031,13,1031,0,1031,2,1031,1,1031,2,1031,1,1031,2,1031,3,1031,0,1031,1,1031,7,1031,2,1031,2,1034,1,1034,1,1038,2,1038,2,1059,1,1064,0,1064,0,1068,0,1073,1,1081,0,1111,0,1145,1,1149,0,1204,0,1246,0,1300,0,1406,0,1435,0,1630,0,1921,0,1955,0,2309,0,,,,,,
1034,13,1034,0,1034,2,1034,1,1034,2,1034,1,1034,2,1034,3,1034,0,1034,1,1034,7,1034,2,1034,2,1038,1,1038,1,1043,2,1043,2,1064,1,1068,0,1068,0,1073,0,1077,1,1085,0,1115,0,1149,1,1153,0,1208,0,1249,0,1305,0,1410,0,1440,0,1635,0,1925,0,1959,0,2314,0,,,,,,
1038,13,1038,0,1038,2,1038,1,1038,2,1038,1,1038,2,1038,3,1038,0,1038,1,1038,7,1038,2,1038,2,1043,1,1043,1,1047,2,1047,2,1068,1,1073,0,1073,0,1077,0,1081,1,1090,0,1119,0,1153,1,1157,0,1212,0,1254,0,1308,1,1414,0,1444,0,1638,0,1930,0,1963,0,2318,0,,,,,,
1043,13,1043,0,1043,2,1043,1,1043,2,1043,1,1043,2,1043,3,1043,0,1043,1,1043,7,1043,2,1043,2,1047,1,1047,1,1051,2,1051,1,1073,1,1077,0,1077,0,1081,0,1085,1,1094,0,1124,0,1157,1,1162,0,1216,0,1259,0,1313,1,1419,0,1448,0,1643,0,1934,0,1967,0,2322,0,,,,,,
1047,13,1047,0,1047,2,1047,1,1047,2,1047,1,1047,2,1047,3,1047,0,1047,1,1047,7,1047,2,1047,2,1051,1,1051,1,1055,2,1055,1,1077,1,1081,0,1081,0,1085,0,1090,1,1097,0,1128,0,1162,1,1165,0,1220,0,1262,0,1317,1,1422,0,1453,0,1647,0,1938,0,1972,0,2326,0,,,,,,
1051,13,1051,0,1051,2,1051,1,1051,2,1051,0,1051,2,1051,3,1051,0,1051,1,1051,7,1051,2,1051,2,1055,1,1055,1,1059,2,1059,1,1081,1,1085,0,1085,0,1090,0,1094,1,1102,0,1131,0,1165,1,1169,0,1225,0,1266,0,1321,1,1427,0,1457,0,1651,0,1941,0,1976,0,2330,0,,,,,,
1055,13,1055,0,1055,2,1055,1,1055,2,1055,0,1055,2,1055,3,1055,0,1055,1,1055,7,1055,2,1055,2,1059,1,1059,1,1064,2,1064,1,1085,1,1090,0,1090,0,1094,0,1097,0,1107,0,1136,0,1169,1,1174,0,1229,0,1271,0,1325,1,1431,0,1461,0,1656,0,1946,0,1981,0,2334,0,,,,,,
1059,13,1059,0,1059,2,1059,1,1059,2,1059,0,1059,2,1059,3,1059,0,1059,1,1059,7,1059,2,1059,2,1064,1,1064,1,1068,2,1068,0,1090,1,1094,1,1094,0,1097,0,1102,0,1111,0,1140,0,1174,1,1178,0,1233,0,1275,0,1330,1,1435,0,1465,0,1659,0,1950,0,1984,0,2339,0,,,,,,
1064,13,1064,0,1064,2,1064,1,1064,2,1064,0,1064,2,1064,3,1064,0,1064,1,1064,6,1064,2,1064,2,1068,1,1068,1,1073,2,1073,0,1094,1,1097,1,1097,0,1102,0,1107,0,1115,0,1145,0,1178,1,1183,0,1237,0,1279,0,1335,1,1440,0,1470,0,1664,0,1955,0,1988,0,2344,0,,,,,,
1068,13,1068,0,1068,2,1068,1,1068,2,1068,0,1068,2,1068,3,1068,0,1068,1,1068,5,1068,2,1068,1,1073,1,1073,1,1077,2,1077,0,1097,1,1102,1,1102,0,1107,0,1111,0,1119,0,1149,0,1183,1,1187,0,1241,0,1283,0,1338,1,1444,0,1474,0,1668,0,1959,0,1993,0,2348,0,,,,,,
1073,13,1073,0,1073,2,1073,1,1073,2,1073,0,1073,2,1073,3,1073,0,1073,1,1073,6,1073,2,1073,1,1077,1,1077,1,1081,2,1081,0,1102,1,1107,1,1107,0,1111,0,1115,0,1124,0,1153,0,1187,1,1190,0,1246,0,1288,0,1342,1,1448,0,1478,0,1673,0,1963,0,1997,0,2352,0,,,,,,
1077,13,1077,0,1077,2,1077,1,1077,2,1077,0,1077,2,1077,3,1077,0,1077,1,1077,6,1077,2,1077,1,1081,1,1081,1,1085,2,1085,0,1107,1,1111,1,1111,0,1115,0,1119,0,1128,0,1157,0,1190,1,1195,0,1249,0,1292,0,1347,1,1453,0,1483,0,1676,0,1967,0,2002,0,2356,0,,,,,,
1081,13,1081,0,1081,2,1081,1,1081,2,1081,0,1081,2,1081,3,1081,0,1081,1,1081,7,1081,2,1081,1,1085,1,1085,1,1090,2,1090,0,1111,1,1115,1,1115,0,1119,0,1124,0,1131,0,1162,0,1195,1,1199,0,1254,0,1296,0,1351,1,1457,0,1486,0,1681,0,1972,0,2005,0,2360,0,,,,,,
1085,13,1085,0,1085,2,1085,1,1085,2,1085,0,1085,2,1085,2,1085,1,1085,1,1085,7,1085,2,1085,1,1090,1,1090,1,1094,2,1094,1,1115,1,1119,1,1119,0,1124,0,1128,0,1136,0,1165,0,1199,0,1204,0,1259,0,1300,0,1355,1,1461,0,1491,0,1685,0,1976,0,2010,0,2364,0,,,,,,
1090,13,1090,0,1090,2,1090,1,1090,2,1090,0,1090,2,1090,2,1090,1,1090,1,1090,5,1090,2,1090,1,1094,1,1094,1,1097,2,1097,1,1119,1,1124,1,1124,0,1128,0,1131,0,1140,1,1169,0,1204,0,1208,0,1262,0,1305,0,1359,1,1465,0,1495,0,1689,0,1981,0,2015,0,2368,0,,,,,,
1094,13,1094,0,1094,2,1094,1,1094,2,1094,0,1094,2,1094,2,1094,1,1094,1,1094,5,1094,2,1094,1,1097,1,1097,1,1102,2,1102,1,1124,1,1128,1,1128,0,1131,0,1136,0,1145,1,1174,0,1208,0,1212,0,1266,0,1308,0,1364,1,1470,0,1499,0,1693,0,1984,0,2019,0,2373,0,,,,,,
1097,13,1097,1,1097,2,1097,1,1097,2,1097,0,1097,2,1097,2,1097,1,1097,1,1097,5,1097,2,1097,1,1102,1,1102,1,1107,2,1107,1,1128,1,1131,1,1131,0,1136,0,1140,1,1149,1,1178,0,1212,0,1216,0,1271,0,1313,0,1367,1,1474,0,1504,0,1697,0,1988,0,2022,0,2378,1,,,,,,
1102,13,1102,1,1102,2,1102,1,1102,2,1102,0,1102,2,1102,2,1102,1,1102,1,1102,3,1102,2,1102,1,1107,1,1107,1,1111,2,1111,1,1131,1,1136,1,1136,0,1140,0,1145,1,1153,1,1183,0,1216,0,1220,0,1275,0,1317,0,1372,0,1478,0,1507,0,1702,0,1993,0,2026,0,2381,1,,,,,,
1107,13,1107,1,1107,2,1107,1,1107,2,1107,0,1107,2,1107,2,1107,1,1107,1,1107,4,1107,2,1107,1,1111,1,1111,1,1115,2,1115,1,1136,1,1140,1,1140,0,1145,0,1149,1,1157,1,1187,0,1220,0,1225,0,1279,0,1321,0,1376,0,1483,0,1512,0,1706,0,1997,0,2031,0,2386,1,,,,,,
1111,13,1111,1,1111,2,1111,1,1111,2,1111,0,1111,2,1111,2,1111,1,1111,1,1111,5,1111,2,1111,1,1115,1,1115,1,1119,2,1119,1,1140,1,1145,1,1145,0,1149,0,1153,1,1162,1,1190,0,1225,0,1229,0,1283,0,1325,0,1381,0,1486,0,1516,0,1711,0,2002,0,2035,0,2390,1,,,,,,
1115,13,1115,1,1115,2,1115,1,1115,2,1115,0,1115,2,1115,2,1115,1,1115,1,1115,5,1115,2,1115,1,1119,1,1119,1,1124,2,1124,1,1145,1,1149,1,1149,0,1153,0,1157,1,1165,1,1195,0,1229,0,1233,0,1288,0,1330,0,1385,0,1491,0,1521,0,1714,0,2005,0,2039,0,2394,1,,,,,,
1119,13,1119,1,1119,2,1119,1,1119,2,1119,0,1119,1,1119,2,1119,1,1119,1,1119,5,1119,2,1119,1,1124,1,1124,1,1128,2,1128,1,1149,1,1153,1,1153,1,1157,0,1162,1,1169,1,1199,0,1233,0,1237,0,1292,0,1335,0,1389,0,1495,0,1525,0,1719,0,2010,0,2043,0,2398,1,,,,,,
1124,13,1124,1,1124,2,1124,1,1124,2,1124,0,1124,1,1124,2,1124,1,1124,1,1124,6,1124,2,1124,1,1128,1,1128,1,1131,2,1131,1,1153,1,1157,0,1157,1,1162,0,1165,1,1174,1,1204,0,1237,0,1241,0,1296,0,1338,0,1393,0,1499,0,1528,0,1723,0,2015,0,2048,0,2402,1,,,,,,
1128,13,1128,1,1128,2,1128,1,1128,2,1128,0,1128,1,1128,2,1128,1,1128,1,1128,6,1128,2,1128,1,1131,1,1131,1,1136,2,1136,1,1157,1,1162,0,1162,1,1165,0,1169,1,1178,1,1208,0,1241,0,1246,0,1300,0,1342,0,1397,0,1504,0,1533,0,1727,0,2019,0,2052,0,2407,1,,,,,,
1131,13,1131,1,1131,2,1131,1,1131,2,1131,1,1131,1,1131,2,1131,1,1131,1,1131,6,1131,2,1131,1,1136,1,1136,1,1140,2,1140,1,1162,1,1165,0,1165,1,1169,0,1174,1,1183,1,1212,0,1246,0,1249,0,1305,0,1347,0,1401,0,1507,0,1537,0,1731,0,2022,0,2056,0,2411,1,,,,,,
1136,13,1136,1,1136,2,1136,1,1136,2,1136,1,1136,1,1136,2,1136,1,1136,1,1136,5,1136,2,1136,1,1140,1,1140,1,1145,2,1145,1,1165,1,1169,1,1169,1,1174,0,1178,1,1187,1,1216,0,1249,0,1254,0,1308,0,1351,0,1406,0,1512,0,1542,0,1736,0,2026,0,2060,0,2415,1,,,,,,
1140,13,1140,1,1140,2,1140,1,1140,2,1140,1,1140,1,1140,2,1140,1,1140,1,1140,5,1140,2,1140,1,1145,1,1145,1,1149,2,1149,1,1169,1,1174,1,1174,1,1178,0,1183,1,1190,1,1220,0,1254,0,1259,0,1313,0,1355,0,1410,0,1516,0,1545,0,1740,0,2031,0,2064,0,2420,1,,,,,,
1145,13,1145,1,1145,2,1145,1,1145,2,1145,1,1145,1,1145,2,1145,0,1145,1,1145,5,1145,2,1145,1,1149,1,1149,1,1153,2,1153,1,1174,1,1178,1,1178,1,1183,0,1187,1,1195,1,1225,0,1259,0,1262,0,1317,0,1359,0,1414,0,1521,0,1549,0,1744,0,2035,0,2068,0,2423,1,,,,,,
1149,13,1149,1,1149,2,1149,1,1149,2,1149,1,1149,1,1149,2,1149,0,1149,1,1149,5,1149,2,1149,1,1153,1,1153,1,1157,2,1157,0,1178,1,1183,1,1183,1,1187,0,1190,1,1199,1,1229,0,1262,0,1266,0,1321,0,1364,0,1419,0,1525,0,1554,0,1749,0,2039,0,2073,0,2428,1,,,,,,
1153,13,1153,1,1153,2,1153,1,1153,2,1153,1,1153,1,1153,2,1153,0,1153,1,1153,5,1153,2,1153,1,1157,1,1157,1,1162,2,1162,0,1183,1,1187,1,1187,1,1190,0,1195,1,1204,0,1233,0,1266,0,1271,0,1325,0,1367,0,1422,0,1528,0,1558,0,1752,0,2043,0,2077,0,2432,1,,,,,,
1157,13,1157,1,1157,2,1157,1,1157,2,1157,1,1157,1,1157,2,1157,0,1157,1,1157,5,1157,2,1157,1,1162,0,1162,1,1165,2,1165,0,1187,1,1190,1,1190,1,1195,0,1199,1,1208,0,1237,0,1271,0,1275,0,1330,0,1372,0,1427,0,1533,0,1562,0,1757,0,2048,0,2082,0,2436,1,,,,,,
1162,13,1162,1,1162,2,1162,1,1162,2,1162,1,1162,1,1162,2,1162,0,1162,1,1162,5,1162,2,1162,1,1165,0,1165,1,1169,2,1169,0,1190,1,1195,1,1195,1,1199,0,1204,1,1212,0,1241,0,1275,0,1279,0,1335,0,1376,0,1431,1,1537,0,1567,0,1761,0,2052,0,2086,0,2440,0,,,,,,
1165,13,1165,1,1165,2,1165,1,1165,2,1165,1,1165,1,1165,2,1165,0,1165,1,1165,6,1165,2,1165,1,1169,0,1169,1,1174,2,1174,0,1195,1,1199,1,1199,1,1204,0,1208,1,1216,0,1246,0,1279,0,1283,0,1338,0,1381,0,1435,1,1542,0,1571,0,1765,0,2056,0,2090,0,2445,0,,,,,,
1169,13,1169,1,1169,2,1169,1,1169,2,1169,1,1169,1,1169,2,1169,0,1169,1,1169,6,1169,2,1169,2,1174,0,1174,1,1178,2,1178,0,1199,1,1204,1,1204,1,1208,0,1212,1,1220,0,1249,0,1283,0,1288,0,1342,0,1385,0,1440,1,1545,1,1576,0,1769,0,2060,0,2094,0,2449,0,,,,,,
1174,13,1174,1,1174,2,1174,1,1174,2,1174,1,1174,1,1174,2,1174,0,1174,1,1174,5,1174,2,1174,2,1178,0,1178,1,1183,2,1183,0,1204,1,1208,2,1208,1,1212,0,1216,1,1225,0,1254,0,1288,0,1292,0,1347,0,1389,0,1444,1,1549,1,1579,0,1774,0,2064,0,2098,0,2453,0,,,,,,
1178,13,1178,1,1178,2,1178,1,1178,2,1178,1,1178,1,1178,2,1178,0,1178,1,1178,5,1178,2,1178,2,1183,0,1183,1,1187,2,1187,1,1208,1,1212,2,1212,1,1216,0,1220,1,1229,0,1259,0,1292,0,1296,0,1351,0,1393,0,1448,1,1554,1,1583,0,1777,0,2068,0,2103,0,,,,,,,,
1183,13,1183,1,1183,2,1183,1,1183,2,1183,1,1183,1,1183,2,1183,0,1183,1,1183,4,1183,2,1183,2,1187,1,1187,1,1190,2,1190,1,1212,1,1216,2,1216,0,1220,0,1225,1,1233,0,1262,0,1296,0,1300,0,1355,0,1397,0,1453,1,1558,1,1587,0,1782,0,2073,0,2107,0,,,,,,,,
1187,13,1187,1,1187,2,1187,1,1187,2,1187,1,1187,1,1187,2,1187,0,1187,1,1187,4,1187,2,1187,2,1190,1,1190,1,1195,2,1195,1,1216,1,1220,2,1220,0,1225,0,1229,1,1237,0,1266,0,1300,0,1305,0,1359,0,1401,0,1457,1,1562,1,1592,0,1786,0,2077,0,2111,0,,,,,,,,
1190,13,1190,1,1190,2,1190,1,1190,2,1190,1,1190,1,1190,2,1190,0,1190,1,1190,4,1190,2,1190,2,1195,1,1195,1,1199,2,1199,1,1220,1,1225,2,1225,0,1229,0,1233,1,1241,0,1271,0,1305,0,1308,0,1364,0,1406,0,1461,1,1567,1,1596,0,1791,0,2082,0,2115,0,,,,,,,,
1195,13,1195,1,1195,2,1195,1,1195,2,1195,0,1195,1,1195,2,1195,0,1195,1,1195,4,1195,2,1195,2,1199,1,1199,1,1204,2,1204,1,1225,1,1229,2,1229,0,1233,0,1237,1,1246,0,1275,0,1308,0,1313,0,1367,0,1410,0,1465,1,1571,1,1600,0,1794,0,2086,0,2119,0,,,,,,,,
1199,13,1199,1,1199,2,1199,1,1199,2,1199,0,1199,1,1199,2,1199,0,1199,1,1199,4,1199,2,1199,2,1204,1,1204,1,1208,2,1208,1,1229,1,1233,2,1233,0,1237,0,1241,1,1249,0,1279,0,1313,0,1317,0,1372,0,1414,0,1470,1,1576,1,1604,0,1799,0,2090,0,2123,0,,,,,,,,
1204,13,1204,1,1204,2,1204,1,1204,2,1204,0,1204,1,1204,2,1204,0,1204,1,1204,3,1204,2,1204,2,1208,1,1208,1,1212,2,1212,1,1233,1,1237,2,1237,0,1241,0,1246,1,1254,0,1283,0,1317,1,1321,0,1376,0,1419,0,1474,1,1579,1,1609,0,1803,0,2094,0,2127,0,,,,,,,,
1208,13,1208,1,1208,2,1208,1,1208,2,1208,0,1208,1,1208,2,1208,0,1208,1,1208,3,1208,2,1208,2,1212,1,1212,1,1216,2,1216,1,1237,1,1241,2,1241,0,1246,0,1249,1,1259,0,1288,0,1321,1,1325,0,1381,0,1422,0,1478,1,1583,1,1613,0,1807,0,2098,0,2131,0,,,,,,,,
1212,13,1212,1,1212,2,1212,1,1212,2,1212,0,1212,2,1212,2,1212,0,1212,1,1212,3,1212,2,1212,2,1216,1,1216,1,1220,2,1220,1,1241,1,1246,2,1246,1,1249,0,1254,1,1262,0,1292,0,1325,1,1330,0,1385,0,1427,0,1483,1,1587,2,1618,0,1811,0,2103,0,2136,0,,,,,,,,
1216,13,1216,1,1216,2,1216,1,1216,2,1216,0,1216,2,1216,2,1216,0,1216,1,1216,3,1216,2,1216,2,1220,1,1220,1,1225,2,1225,1,1246,1,1249,2,1249,1,1254,0,1259,1,1266,0,1296,0,1330,1,1335,0,1389,0,1431,0,1486,1,1592,2,1621,0,1815,0,2107,0,2140,0,,,,,,,,
1220,13,1220,1,1220,2,1220,1,1220,2,1220,0,1220,2,1220,2,1220,0,1220,1,1220,4,1220,2,1220,2,1225,1,1225,1,1229,2,1229,1,1249,1,1254,2,1254,1,1259,0,1262,1,1271,0,1300,0,1335,1,1338,0,1393,0,1435,0,1491,1,1596,2,1626,0,1820,0,2111,0,2144,0,,,,,,,,
1225,13,1225,1,1225,2,1225,1,1225,2,1225,0,1225,2,1225,2,1225,0,1225,1,1225,4,1225,2,1225,2,1229,1,1229,1,1233,2,1233,1,1254,1,1259,2,1259,1,1262,0,1266,1,1275,0,1305,0,1338,1,1342,0,1397,0,1440,0,1495,1,1600,2,1630,0,1824,0,2115,0,2148,0,,,,,,,,
1229,13,1229,1,1229,2,1229,1,1229,2,1229,0,1229,2,1229,2,1229,0,1229,1,1229,3,1229,2,1229,2,1233,2,1233,1,1237,2,1237,1,1259,1,1262,2,1262,1,1266,0,1271,1,1279,0,1308,0,1342,1,1347,0,1401,0,1444,0,1499,1,1604,2,1635,0,1828,0,2119,0,2153,0,,,,,,,,
1233,13,1233,1,1233,2,1233,1,1233,2,1233,0,1233,2,1233,2,1233,0,1233,1,1233,4,1233,2,1233,1,1237,2,1237,1,1241,2,1241,1,1262,1,1266,2,1266,1,1271,0,1275,1,1283,0,1313,0,1347,1,1351,0,1406,0,1448,0,1504,1,1609,1,1638,0,1832,0,2123,0,2157,0,,,,,,,,
1237,13,1237,1,1237,2,1237,1,1237,2,1237,0,1237,2,1237,2,1237,0,1237,1,1237,4,1237,2,1237,1,1241,2,1241,1,1246,2,1246,2,1266,1,1271,1,1271,1,1275,0,1279,1,1288,0,1317,0,1351,1,1355,0,1410,0,1453,0,1507,1,1613,1,1643,0,1837,0,2127,0,2161,0,,,,,,,,
1241,13,1241,1,1241,2,1241,1,1241,2,1241,0,1241,2,1241,2,1241,0,1241,1,1241,4,1241,1,1241,1,1246,2,1246,1,1249,2,1249,1,1271,1,1275,0,1275,1,1279,0,1283,1,1292,0,1321,0,1355,1,1359,0,1414,0,1457,0,1512,1,1618,1,1647,0,1841,0,2131,0,2165,0,,,,,,,,
1246,13,1246,1,1246,2,1246,1,1246,2,1246,0,1246,2,1246,2,1246,0,1246,1,1246,4,1246,1,1246,1,1249,2,1249,1,1254,2,1254,1,1275,1,1279,0,1279,1,1283,0,1288,1,1296,0,1325,0,1359,1,1364,0,1419,0,1461,0,1516,1,1621,1,1651,0,1845,0,2136,0,2169,0,,,,,,,,
1249,13,1249,1,1249,2,1249,1,1249,2,1249,0,1249,2,1249,2,1249,0,1249,1,1249,4,1249,1,1249,1,1254,2,1254,1,1259,2,1259,2,1279,1,1283,0,1283,1,1288,0,1292,1,1300,0,1330,0,1364,1,1367,0,1422,0,1465,0,1521,1,1626,1,1656,0,1849,0,2140,0,2174,0,,,,,,,,
1254,13,1254,1,1254,2,1254,1,1254,2,1254,0,1254,2,1254,3,1254,0,1254,1,1254,5,1254,1,1254,1,1259,2,1259,1,1262,2,1262,2,1283,1,1288,0,1288,1,1292,0,1296,1,1305,0,1335,0,1367,1,1372,0,1427,0,1470,0,1525,1,1630,1,1659,0,1853,0,2144,0,2178,0,,,,,,,,
1259,13,1259,1,1259,2,1259,1,1259,2,1259,0,1259,2,1259,3,1259,0,1259,1,1259,5,1259,1,1259,1,1262,2,1262,1,1266,2,1266,2,1288,1,1292,0,1292,1,1296,0,1300,1,1308,0,1338,0,1372,1,1376,0,1431,0,1474,0,1528,1,1635,1,1664,0,1857,0,2148,0,2182,0,,,,,,,,
1262,13,1262,1,1262,2,1262,1,1262,2,1262,0,1262,2,1262,3,1262,0,1262,1,1262,5,1262,1,1262,1,1266,2,1266,1,1271,2,1271,2,1292,1,1296,0,1296,1,1300,0,1305,1,1313,0,1342,0,1376,1,1381,0,1435,0,1478,0,1533,1,1638,1,1668,0,1862,0,2153,0,2187,0,,,,,,,,
1266,13,1266,1,1266,2,1266,1,1266,2,1266,0,1266,2,1266,4,1266,0,1266,1,1266,6,1266,1,1266,1,1271,2,1271,1,1275,2,1275,2,1296,1,1300,0,1300,1,1305,0,1308,1,1317,0,1347,0,1381,1,1385,0,1440,0,1483,0,1537,1,1643,1,1673,0,1866,0,2157,0,2191,0,,,,,,,,
1271,13,1271,1,1271,2,1271,1,1271,2,1271,0,1271,2,1271,4,1271,0,1271,1,1271,6,1271,2,1271,1,1275,2,1275,1,1279,2,1279,2,1300,1,1305,0,1305,1,1308,0,1313,0,1321,0,1351,0,1385,1,1389,0,1444,0,1486,0,1542,1,1647,1,1676,0,1870,0,2161,0,2196,0,,,,,,,,
1275,13,1275,1,1275,2,1275,1,1275,2,1275,0,1275,2,1275,4,1275,0,1275,1,1275,6,1275,2,1275,1,1279,2,1279,1,1283,2,1283,2,1305,1,1308,0,1308,0,1313,0,1317,0,1325,0,1355,0,1389,1,1393,0,1448,0,1491,0,1545,1,1651,0,1681,0,1875,0,2165,0,2199,0,,,,,,,,
1279,13,1279,1,1279,2,1279,1,1279,2,1279,0,1279,2,1279,4,1279,0,1279,1,1279,7,1279,2,1279,1,1283,2,1283,1,1288,2,1288,2,1308,1,1313,0,1313,0,1317,0,1321,0,1330,0,1359,0,1393,1,1397,0,1453,0,1495,0,1549,1,1656,0,1685,0,1878,0,2169,0,2204,0,,,,,,,,
1283,13,1283,1,1283,2,1283,1,1283,2,1283,0,1283,2,1283,4,1283,0,1283,1,1283,6,1283,2,1283,1,1288,2,1288,1,1292,2,1292,2,1313,1,1317,0,1317,0,1321,0,1325,0,1335,0,1364,0,1397,1,1401,0,1457,0,1499,0,1554,1,1659,0,1689,0,1883,0,2174,0,2208,0,,,,,,,,
1288,13,1288,1,1288,2,1288,1,1288,2,1288,0,1288,2,1288,4,1288,0,1288,1,1288,6,1288,2,1288,1,1292,2,1292,1,1296,2,1296,2,1317,1,1321,0,1321,0,1325,0,1330,0,1338,0,1367,0,1401,1,1406,0,1461,0,1504,0,1558,1,1664,0,1693,0,1887,0,2178,0,2212,0,,,,,,,,
1292,13,1292,1,1292,2,1292,1,1292,2,1292,0,1292,1,1292,4,1292,0,1292,1,1292,6,1292,2,1292,1,1296,2,1296,1,1300,2,1300,2,1321,1,1325,0,1325,0,1330,0,1335,0,1342,0,1372,0,1406,1,1410,0,1465,0,1507,0,1562,1,1668,0,1697,0,1891,0,2182,0,2216,0,,,,,,,,
1296,13,1296,1,1296,2,1296,1,1296,2,1296,0,1296,1,1296,4,1296,0,1296,1,1296,5,1296,2,1296,1,1300,2,1300,1,1305,2,1305,2,1325,1,1330,0,1330,0,1335,0,1338,0,1347,0,1376,0,1410,1,1414,0,1470,0,1512,0,1567,1,1673,0,1702,0,1895,0,2187,0,2220,0,,,,,,,,
1300,13,1300,1,1300,2,1300,1,1300,2,1300,0,1300,1,1300,4,1300,0,1300,1,1300,5,1300,2,1300,1,1305,2,1305,1,1308,2,1308,1,1330,1,1335,0,1335,0,1338,0,1342,0,1351,0,1381,0,1414,1,1419,0,1474,0,1516,0,1571,0,1676,0,1706,0,1900,0,2191,0,2227,0,,,,,,,,
1305,13,1305,1,1305,2,1305,1,1305,2,1305,0,1305,1,1305,4,1305,0,1305,1,1305,5,1305,2,1305,1,1308,2,1308,1,1313,2,1313,1,1335,1,1338,0,1338,1,1342,0,1347,0,1355,0,1385,0,1419,1,1422,0,1478,0,1521,0,1576,0,1681,0,1711,0,1904,0,2196,0,2229,0,,,,,,,,
1308,13,1308,1,1308,2,1308,1,1308,2,1308,0,1308,1,1308,4,1308,0,1308,1,1308,5,1308,2,1308,1,1313,2,1313,1,1317,2,1317,1,1338,1,1342,0,1342,1,1347,0,1351,0,1359,0,1389,0,1422,1,1427,0,1483,0,1525,0,1579,0,1685,0,1714,0,1908,0,2199,0,2233,0,,,,,,,,
1313,13,1313,1,1313,2,1313,1,1313,2,1313,0,1313,1,1313,4,1313,0,1313,1,1313,5,1313,2,1313,2,1317,2,1317,1,1321,2,1321,0,1342,1,1347,0,1347,1,1351,0,1355,0,1364,0,1393,0,1427,1,1431,0,1486,0,1528,0,1583,0,1689,0,1719,0,1913,0,2204,0,2238,0,,,,,,,,
1317,13,1317,1,1317,2,1317,1,1317,2,1317,0,1317,1,1317,4,1317,0,1317,1,1317,4,1317,2,1317,2,1321,2,1321,1,1325,2,1325,0,1347,1,1351,0,1351,1,1355,0,1359,0,1367,0,1397,0,1431,1,1435,0,1491,0,1533,0,1587,0,1693,0,1723,0,1917,0,2208,0,2242,0,,,,,,,,
1321,13,1321,1,1321,2,1321,1,1321,2,1321,0,1321,1,1321,4,1321,0,1321,1,1321,4,1321,2,1321,2,1325,2,1325,1,1330,2,1330,0,1351,1,1355,0,1355,1,1359,0,1364,0,1372,0,1401,0,1435,1,1440,0,1495,0,1537,0,1592,0,1697,0,1727,0,1921,0,2212,0,2247,0,,,,,,,,
