Time,Manual_Count,Time,ASUSTek COMPUTER INC.,Time,Enerpoint Ltd.,Time,NETCOMM LIMITED,Time,UNKNOWN,Time,"GIGA-BYTE TECHNOLOGY CO.,LTD.",Time,Billion Electric Co. Ltd.,Time,NETGEAR,Time,"Samsung Electro Mechanics co., LTD.",Time,Belkin International Inc.,Time,Apple,Time,"CISCO SYSTEMS, INC.",Time,"TP-LINK TECHNOLOGIES CO.,LTD.",Time,Netgear Inc.,Time,Intel Corporate,Time,DrayTek Corp.,Time,"Apple, Inc",Time,"NETGEAR INC.,",Time,"Samsung Electro Mechanics co.,LTD.",Time,"Hon Hai Precision Ind. Co.,Ltd.",Time,Ubiquiti Networks,Time,Hewlett Packard,Time,IBM Corp,Time,Elitegroup Computer System Co.,Time,Liteon Tech Corp.,Time,HTC Corporation,Time,Hewlett-Packard Company,Time,"Billion Electric Co., Ltd.",Time,SEIKO EPSON CORPORATION,Time,"Murata Manufactuaring Co.,Ltd.",Time,Netgear Inc,Time,"Apple, Inc.",Time,Routerboard.com,Time,"SAMSUNG ELECTRO MECHANICS CO.,LTD.",Time,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",Time,Lexmark International Inc.,Time,ICP Electronics Inc.,Time,"Samsung Electronics Co.,Ltd"
1972,20,1972,1,1972,2,1972,1,1972,3,1972,0,1972,1,1972,1,1972,1,1972,0,1972,3,1972,1,1972,2,1976,1,1976,1,1981,0,1981,2,2002,1,2005,0,2005,0,2010,0,2015,3,2022,0,2052,0,2086,1,2090,0,2144,0,2187,0,2242,0,2348,0,2378,0,,,,,,,,,,,,,,
1976,20,1976,1,1976,2,1976,1,1976,4,1976,0,1976,1,1976,1,1976,1,1976,0,1976,3,1976,1,1976,2,1981,1,1981,1,1984,0,1984,1,2005,1,2010,0,2010,0,2015,0,2019,3,2026,0,2056,0,2090,1,2094,0,2148,0,2191,0,2247,0,2352,0,2381,0,,,,,,,,,,,,,,
1981,20,1981,1,1981,2,1981,1,1981,4,1981,0,1981,1,1981,1,1981,1,1981,0,1981,2,1981,1,1981,2,1984,1,1984,1,1988,0,1988,1,2010,1,2015,0,2015,0,2019,0,2022,1,2031,0,2060,0,2094,1,2098,0,2153,0,2196,0,2251,0,2356,0,2386,0,,,,,,,,,,,,,,
1984,20,1984,1,1984,2,1984,1,1984,4,1984,0,1984,1,1984,1,1984,1,1984,0,1984,2,1984,1,1984,2,1988,1,1988,1,1993,0,1993,1,2015,1,2019,0,2019,0,2022,0,2026,1,2035,0,2064,0,2098,0,2103,0,2157,0,2199,0,2254,0,2360,0,2390,0,,,,,,,,,,,,,,
1988,20,1988,1,1988,2,1988,1,1988,4,1988,0,1988,1,1988,1,1988,1,1988,0,1988,2,1988,1,1988,2,1993,1,1993,1,1997,0,1997,2,2019,1,2022,0,2022,0,2026,0,2031,1,2039,0,2068,0,2103,0,2107,0,2161,0,2204,0,2259,1,2364,0,2394,0,,,,,,,,,,,,,,
1993,20,1993,1,1993,2,1993,1,1993,4,1993,0,1993,1,1993,1,1993,1,1993,0,1993,2,1993,1,1993,2,1997,1,1997,1,2002,0,2002,2,2022,1,2026,0,2026,0,2031,0,2035,1,2043,0,2073,0,2107,0,2111,0,2165,0,2208,0,2264,1,2368,0,2398,0,,,,,,,,,,,,,,
1997,20,1997,1,1997,2,1997,1,1997,4,1997,0,1997,1,1997,1,1997,1,1997,0,1997,2,1997,1,1997,2,2002,1,2002,1,2005,0,2005,2,2026,1,2031,0,2031,0,2035,0,2039,2,2048,0,2077,0,2111,0,2115,0,2169,0,2212,0,2267,1,2373,0,2402,0,,,,,,,,,,,,,,
2002,20,2002,1,2002,2,2002,1,2002,4,2002,0,2002,1,2002,1,2002,1,2002,0,2002,2,2002,1,2002,2,2005,1,2005,1,2010,0,2010,2,2031,1,2035,0,2035,0,2039,0,2043,2,2052,0,2082,0,2115,0,2119,0,2174,0,2216,0,2271,1,2378,0,2407,0,,,,,,,,,,,,,,
2005,20,2005,1,2005,2,2005,1,2005,4,2005,0,2005,1,2005,1,2005,1,2005,0,2005,2,2005,1,2005,2,2010,1,2010,1,2015,0,2015,2,2035,1,2039,0,2039,0,2043,0,2048,2,2056,0,2086,0,2119,0,2123,0,2178,0,2220,0,2275,1,2381,0,2411,0,,,,,,,,,,,,,,
2010,20,2010,1,2010,2,2010,1,2010,4,2010,0,2010,1,2010,1,2010,1,2010,0,2010,1,2010,1,2010,2,2015,1,2015,1,2019,0,2019,2,2039,1,2043,0,2043,0,2048,0,2052,2,2060,0,2090,0,2123,0,2127,0,2182,0,2227,0,2280,1,2386,0,2415,0,,,,,,,,,,,,,,
2015,20,2015,1,2015,2,2015,1,2015,4,2015,0,2015,1,2015,1,2015,1,2015,0,2015,1,2015,1,2015,2,2019,1,2019,1,2022,0,2022,2,2043,1,2048,0,2048,0,2052,0,2056,2,2064,0,2094,0,2127,0,2131,0,2187,0,2229,0,2285,1,2390,0,2420,0,,,,,,,,,,,,,,
2019,20,2019,1,2019,2,2019,1,2019,3,2019,0,2019,1,2019,1,2019,1,2019,0,2019,2,2019,1,2019,2,2022,1,2022,1,2026,0,2026,2,2048,1,2052,0,2052,0,2056,0,2060,2,2068,0,2098,0,2131,0,2136,0,2191,0,2233,0,2289,1,2394,0,2423,0,,,,,,,,,,,,,,
2022,20,2022,1,2022,2,2022,1,2022,3,2022,0,2022,1,2022,1,2022,1,2022,0,2022,2,2022,1,2022,2,2026,1,2026,1,2031,0,2031,2,2052,1,2056,0,2056,0,2060,0,2064,2,2073,0,2103,0,2136,0,2140,0,2196,0,2238,0,2293,1,2398,0,2428,0,,,,,,,,,,,,,,
2026,20,2026,1,2026,2,2026,1,2026,3,2026,0,2026,1,2026,1,2026,1,2026,0,2026,2,2026,1,2026,2,2031,1,2031,1,2035,0,2035,2,2056,1,2060,0,2060,0,2064,0,2068,1,2077,0,2107,0,2140,0,2144,0,2199,0,2242,0,2297,1,2402,0,2432,0,,,,,,,,,,,,,,
2031,20,2031,1,2031,2,2031,1,2031,3,2031,0,2031,1,2031,1,2031,0,2031,0,2031,2,2031,1,2031,2,2035,1,2035,1,2039,0,2039,1,2060,1,2064,0,2064,0,2068,0,2073,1,2082,0,2111,0,2144,0,2148,0,2204,0,2247,0,2301,1,2407,1,2436,0,,,,,,,,,,,,,,
2035,20,2035,1,2035,2,2035,1,2035,3,2035,0,2035,1,2035,1,2035,0,2035,0,2035,2,2035,1,2035,2,2039,1,2039,1,2043,0,2043,1,2064,1,2068,0,2068,0,2073,0,2077,1,2086,0,2115,0,2148,0,2153,0,2208,0,2251,0,2305,1,2411,1,2440,0,,,,,,,,,,,,,,
2039,20,2039,1,2039,2,2039,1,2039,2,2039,0,2039,1,2039,1,2039,0,2039,0,2039,2,2039,1,2039,2,2043,1,2043,1,2048,0,2048,1,2068,1,2073,0,2073,0,2077,0,2082,1,2090,0,2119,0,2153,0,2157,0,2212,0,2254,0,2309,1,2415,1,2445,0,,,,,,,,,,,,,,
2043,20,2043,1,2043,2,2043,1,2043,2,2043,0,2043,1,2043,1,2043,0,2043,0,2043,2,2043,1,2043,2,2048,1,2048,1,2052,0,2052,1,2073,1,2077,0,2077,0,2082,0,2086,1,2094,0,2123,0,2157,1,2161,0,2216,0,2259,0,2314,1,2420,1,2449,0,,,,,,,,,,,,,,
2048,20,2048,1,2048,2,2048,1,2048,3,2048,0,2048,1,2048,1,2048,0,2048,0,2048,3,2048,1,2048,2,2052,0,2052,1,2056,0,2056,1,2077,1,2082,0,2082,0,2086,0,2090,1,2098,0,2127,0,2161,1,2165,0,2220,0,2264,0,2318,1,2423,1,2453,0,,,,,,,,,,,,,,
2052,20,2052,1,2052,2,2052,1,2052,3,2052,0,2052,1,2052,1,2052,0,2052,0,2052,4,2052,1,2052,2,2056,0,2056,1,2060,0,2060,0,2082,1,2086,0,2086,0,2090,0,2094,1,2103,0,2131,0,2165,1,2169,0,2227,0,2267,0,2322,0,2428,1,,,,,,,,,,,,,,,,
2056,20,2056,0,2056,2,2056,1,2056,3,2056,0,2056,1,2056,1,2056,0,2056,0,2056,4,2056,1,2056,2,2060,0,2060,1,2064,0,2064,0,2086,1,2090,0,2090,0,2094,0,2098,1,2107,0,2136,0,2169,1,2174,0,2229,0,2271,0,2326,0,2432,1,,,,,,,,,,,,,,,,
2060,20,2060,0,2060,2,2060,1,2060,3,2060,0,2060,1,2060,1,2060,0,2060,0,2060,4,2060,1,2060,2,2064,0,2064,1,2068,0,2068,0,2090,1,2094,0,2094,0,2098,0,2103,1,2111,0,2140,0,2174,1,2178,0,2233,0,2275,0,2330,0,2436,1,,,,,,,,,,,,,,,,
2064,20,2064,0,2064,2,2064,1,2064,3,2064,0,2064,1,2064,1,2064,0,2064,0,2064,5,2064,1,2064,2,2068,0,2068,1,2073,0,2073,0,2094,1,2098,0,2098,0,2103,0,2107,1,2115,0,2144,0,2178,1,2182,0,2238,0,2280,0,2334,0,2440,1,,,,,,,,,,,,,,,,
2068,20,2068,0,2068,2,2068,1,2068,3,2068,0,2068,1,2068,1,2068,0,2068,0,2068,5,2068,1,2068,2,2073,0,2073,1,2077,0,2077,0,2098,1,2103,0,2103,0,2107,0,2111,1,2119,0,2148,0,2182,1,2187,0,2242,0,2285,0,2339,0,2445,1,,,,,,,,,,,,,,,,
2073,20,2073,0,2073,2,2073,1,2073,3,2073,0,2073,1,2073,1,2073,0,2073,0,2073,5,2073,1,2073,2,2077,0,2077,1,2082,1,2082,0,2103,1,2107,0,2107,0,2111,0,2115,1,2123,0,2153,0,2187,1,2191,0,2247,0,2289,0,2344,1,2449,1,,,,,,,,,,,,,,,,
2077,20,2077,0,2077,2,2077,1,2077,3,2077,0,2077,1,2077,1,2077,0,2077,0,2077,4,2077,1,2077,2,2082,0,2082,1,2086,1,2086,1,2107,1,2111,0,2111,0,2115,0,2119,1,2127,0,2157,0,2191,1,2196,0,2251,0,2293,0,2348,1,2453,1,,,,,,,,,,,,,,,,
2082,20,2082,0,2082,2,2082,1,2082,3,2082,0,2082,1,2082,1,2082,0,2082,0,2082,4,2082,1,2082,2,2086,0,2086,1,2090,1,2090,1,2111,1,2115,0,2115,0,2119,0,2123,1,2131,0,2161,0,2196,1,2199,0,2254,0,2297,0,2352,1,,,,,,,,,,,,,,,,,,
2086,20,2086,1,2086,2,2086,1,2086,3,2086,0,2086,1,2086,1,2086,0,2086,0,2086,4,2086,1,2086,2,2090,0,2090,1,2094,1,2094,1,2115,1,2119,0,2119,0,2123,0,2127,1,2136,0,2165,0,2199,1,2204,1,2259,0,2301,0,2356,1,,,,,,,,,,,,,,,,,,
2090,20,2090,1,2090,2,2090,1,2090,3,2090,0,2090,1,2090,1,2090,0,2090,0,2090,4,2090,1,2090,2,2094,1,2094,1,2098,1,2098,1,2119,1,2123,0,2123,0,2127,0,2131,1,2140,0,2169,0,2204,1,2208,1,2264,0,2305,0,2360,1,,,,,,,,,,,,,,,,,,
2094,20,2094,1,2094,2,2094,1,2094,3,2094,0,2094,1,2094,1,2094,0,2094,0,2094,5,2094,1,2094,1,2098,1,2098,1,2103,1,2103,1,2123,1,2127,0,2127,0,2131,0,2136,0,2144,0,2174,0,2208,1,2212,1,2267,0,2309,0,2364,1,,,,,,,,,,,,,,,,,,
2098,20,2098,1,2098,2,2098,1,2098,3,2098,0,2098,2,2098,1,2098,0,2098,0,2098,5,2098,1,2098,1,2103,1,2103,1,2107,1,2107,1,2127,1,2131,0,2131,0,2136,0,2140,0,2148,0,2178,0,2212,1,2216,1,2271,0,2314,0,2368,1,,,,,,,,,,,,,,,,,,
2103,20,2103,1,2103,2,2103,1,2103,3,2103,0,2103,2,2103,1,2103,0,2103,0,2103,5,2103,1,2103,1,2107,1,2107,1,2111,1,2111,1,2131,1,2136,0,2136,0,2140,0,2144,0,2153,0,2182,0,2216,1,2220,1,2275,0,2318,0,2373,1,,,,,,,,,,,,,,,,,,
2107,20,2107,1,2107,2,2107,1,2107,3,2107,0,2107,2,2107,1,2107,0,2107,0,2107,5,2107,1,2107,1,2111,1,2111,1,2115,1,2115,1,2136,1,2140,0,2140,0,2144,0,2148,0,2157,0,2187,0,2220,1,2227,1,2280,0,2322,0,2378,1,,,,,,,,,,,,,,,,,,
2111,20,2111,1,2111,2,2111,1,2111,2,2111,0,2111,2,2111,1,2111,0,2111,0,2111,4,2111,1,2111,1,2115,1,2115,1,2119,1,2119,1,2140,1,2144,0,2144,0,2148,0,2153,0,2161,0,2191,0,2227,1,2229,1,2285,0,2326,0,2381,1,,,,,,,,,,,,,,,,,,
2115,20,2115,1,2115,2,2115,1,2115,2,2115,0,2115,2,2115,1,2115,0,2115,0,2115,4,2115,1,2115,1,2119,1,2119,1,2123,1,2123,1,2144,1,2148,0,2148,0,2153,0,2157,0,2165,0,2196,0,2229,1,2233,1,2289,0,2330,0,2386,1,,,,,,,,,,,,,,,,,,
2119,20,2119,1,2119,2,2119,1,2119,2,2119,0,2119,2,2119,1,2119,0,2119,0,2119,4,2119,1,2119,1,2123,1,2123,1,2127,1,2127,1,2148,1,2153,0,2153,0,2157,0,2161,0,2169,0,2199,0,2233,1,2238,1,2293,0,2334,0,2390,1,,,,,,,,,,,,,,,,,,
2123,20,2123,1,2123,2,2123,1,2123,2,2123,0,2123,2,2123,1,2123,0,2123,0,2123,4,2123,1,2123,1,2127,1,2127,1,2131,1,2131,1,2153,1,2157,0,2157,0,2161,0,2165,0,2174,0,2204,0,2238,1,2242,1,2297,0,2339,0,2394,1,,,,,,,,,,,,,,,,,,
2127,20,2127,1,2127,2,2127,1,2127,2,2127,0,2127,2,2127,1,2127,0,2127,0,2127,4,2127,1,2127,1,2131,1,2131,1,2136,1,2136,1,2157,1,2161,0,2161,0,2165,0,2169,0,2178,0,2208,0,2242,1,2247,1,2301,0,2344,0,2398,1,,,,,,,,,,,,,,,,,,
2131,20,2131,1,2131,2,2131,1,2131,1,2131,0,2131,2,2131,1,2131,0,2131,0,2131,3,2131,1,2131,1,2136,1,2136,1,2140,1,2140,1,2161,1,2165,0,2165,0,2169,0,2174,0,2182,0,2212,0,2247,1,2251,1,2305,0,2348,0,2402,0,,,,,,,,,,,,,,,,,,
2136,20,2136,1,2136,2,2136,1,2136,1,2136,0,2136,2,2136,1,2136,1,2136,0,2136,3,2136,1,2136,1,2140,1,2140,1,2144,0,2144,1,2165,1,2169,0,2169,0,2174,0,2178,0,2187,0,2216,0,2251,1,2254,1,2309,0,2352,0,2407,0,,,,,,,,,,,,,,,,,,
2140,20,2140,1,2140,2,2140,1,2140,2,2140,0,2140,2,2140,1,2140,1,2140,0,2140,3,2140,1,2140,1,2144,1,2144,1,2148,0,2148,0,2169,1,2174,0,2174,0,2178,0,2182,0,2191,0,2220,0,2254,1,2259,1,2314,0,2356,0,2411,0,,,,,,,,,,,,,,,,,,
2144,20,2144,1,2144,2,2144,1,2144,2,2144,0,2144,2,2144,1,2144,1,2144,0,2144,3,2144,1,2144,1,2148,1,2148,1,2153,0,2153,0,2174,1,2178,0,2178,0,2182,0,2187,0,2196,0,2227,0,2259,1,2264,0,2318,0,2360,0,2415,0,,,,,,,,,,,,,,,,,,
2148,20,2148,1,2148,2,2148,1,2148,2,2148,0,2148,2,2148,1,2148,1,2148,0,2148,3,2148,1,2148,1,2153,1,2153,1,2157,0,2157,0,2178,1,2182,0,2182,0,2187,0,2191,1,2199,0,2229,0,2264,1,2267,0,2322,0,2364,0,2420,0,,,,,,,,,,,,,,,,,,
2153,20,2153,1,2153,2,2153,1,2153,2,2153,0,2153,2,2153,1,2153,1,2153,0,2153,3,2153,1,2153,1,2157,1,2157,1,2161,0,2161,0,2182,1,2187,0,2187,0,2191,0,2196,1,2204,0,2233,0,2267,1,2271,0,2326,0,2368,0,2423,0,,,,,,,,,,,,,,,,,,
2157,20,2157,1,2157,2,2157,1,2157,2,2157,1,2157,2,2157,1,2157,1,2157,0,2157,2,2157,1,2157,1,2161,1,2161,1,2165,0,2165,0,2187,1,2191,0,2191,0,2196,0,2199,1,2208,0,2238,0,2271,1,2275,0,2330,0,2373,0,2428,0,,,,,,,,,,,,,,,,,,
2161,20,2161,1,2161,2,2161,1,2161,2,2161,1,2161,1,2161,1,2161,1,2161,0,2161,3,2161,1,2161,1,2165,1,2165,1,2169,0,2169,0,2191,1,2196,0,2196,0,2199,0,2204,1,2212,0,2242,0,2275,1,2280,0,2334,0,2378,0,2432,0,,,,,,,,,,,,,,,,,,
2165,20,2165,1,2165,2,2165,1,2165,2,2165,1,2165,1,2165,1,2165,1,2165,0,2165,3,2165,1,2165,1,2169,1,2169,1,2174,0,2174,0,2196,1,2199,0,2199,0,2204,0,2208,1,2216,1,2247,0,2280,1,2285,0,2339,0,2381,0,2436,0,,,,,,,,,,,,,,,,,,
2169,20,2169,1,2169,2,2169,1,2169,2,2169,1,2169,1,2169,1,2169,1,2169,0,2169,3,2169,1,2169,1,2174,1,2174,1,2178,0,2178,0,2199,1,2204,0,2204,0,2208,0,2212,1,2220,1,2251,0,2285,1,2289,0,2344,0,2386,0,2440,0,,,,,,,,,,,,,,,,,,
2174,20,2174,1,2174,2,2174,1,2174,2,2174,1,2174,1,2174,1,2174,1,2174,0,2174,3,2174,1,2174,1,2178,1,2178,1,2182,0,2182,0,2204,1,2208,0,2208,0,2212,0,2216,2,2227,1,2254,0,2289,1,2293,0,2348,0,2390,0,2445,0,,,,,,,,,,,,,,,,,,
2178,19,2178,1,2178,2,2178,1,2178,3,2178,1,2178,1,2178,1,2178,1,2178,0,2178,3,2178,1,2178,1,2182,0,2182,1,2187,0,2187,0,2208,1,2212,0,2212,0,2216,0,2220,2,2229,2,2259,0,2293,1,2297,0,2352,0,2394,0,2449,0,,,,,,,,,,,,,,,,,,
2182,19,2182,1,2182,2,2182,1,2182,3,2182,2,2182,1,2182,1,2182,1,2182,0,2182,3,2182,1,2182,1,2187,0,2187,1,2191,0,2191,2,2212,1,2216,0,2216,0,2220,0,2227,2,2233,2,2264,0,2297,1,2301,0,2356,0,2398,0,2453,0,,,,,,,,,,,,,,,,,,
2187,19,2187,1,2187,2,2187,1,2187,3,2187,2,2187,1,2187,1,2187,1,2187,0,2187,3,2187,1,2187,1,2191,0,2191,1,2196,0,2196,2,2216,1,2220,0,2220,0,2227,0,2229,2,2238,2,2267,0,2301,1,2305,0,2360,0,2402,0,,,,,,,,,,,,,,,,,,,,
2191,19,2191,1,2191,2,2191,1,2191,3,2191,2,2191,1,2191,1,2191,1,2191,0,2191,3,2191,1,2191,1,2196,0,2196,1,2199,0,2199,2,2220,1,2227,0,2227,0,2229,0,2233,2,2242,2,2271,0,2305,1,2309,0,2364,0,2407,0,,,,,,,,,,,,,,,,,,,,
2196,19,2196,1,2196,2,2196,1,2196,3,2196,2,2196,1,2196,1,2196,1,2196,0,2196,4,2196,1,2196,1,2199,0,2199,1,2204,0,2204,2,2227,1,2229,0,2229,0,2233,0,2238,2,2247,2,2275,0,2309,1,2314,0,2368,0,2411,0,,,,,,,,,,,,,,,,,,,,
2199,19,2199,1,2199,2,2199,1,2199,3,2199,2,2199,1,2199,1,2199,0,2199,0,2199,5,2199,1,2199,1,2204,0,2204,1,2208,0,2208,2,2229,1,2233,0,2233,0,2238,0,2242,2,2251,2,2280,0,2314,1,2318,0,2373,0,2415,0,,,,,,,,,,,,,,,,,,,,
2204,19,2204,1,2204,2,2204,1,2204,3,2204,2,2204,1,2204,1,2204,0,2204,0,2204,5,2204,1,2204,1,2208,0,2208,1,2212,0,2212,2,2233,1,2238,0,2238,0,2242,0,2247,2,2254,2,2285,0,2318,1,2322,0,2378,0,2420,0,,,,,,,,,,,,,,,,,,,,
2208,19,2208,1,2208,2,2208,1,2208,3,2208,2,2208,1,2208,1,2208,0,2208,0,2208,4,2208,1,2208,1,2212,0,2212,1,2216,0,2216,2,2238,1,2242,0,2242,0,2247,0,2251,1,2259,2,2289,0,2322,1,2326,0,2381,0,2423,0,,,,,,,,,,,,,,,,,,,,
2212,19,2212,1,2212,2,2212,1,2212,3,2212,2,2212,1,2212,1,2212,0,2212,0,2212,4,2212,1,2212,1,2216,0,2216,1,2220,0,2220,2,2242,1,2247,0,2247,0,2251,0,2254,1,2264,2,2293,0,2326,1,2330,0,2386,0,2428,0,,,,,,,,,,,,,,,,,,,,
2216,19,2216,1,2216,2,2216,1,2216,3,2216,2,2216,1,2216,1,2216,0,2216,0,2216,4,2216,1,2216,1,2220,0,2220,1,2227,0,2227,2,2247,1,2251,0,2251,0,2254,0,2259,1,2267,2,2297,0,2330,1,2334,0,2390,0,2432,0,,,,,,,,,,,,,,,,,,,,
2220,19,2220,1,2220,2,2220,1,2220,3,2220,2,2220,1,2220,1,2220,0,2220,0,2220,4,2220,1,2220,1,2227,0,2227,1,2229,0,2229,2,2251,1,2254,0,2254,0,2259,0,2264,1,2271,2,2301,0,2334,1,2339,0,2394,0,2436,0,,,,,,,,,,,,,,,,,,,,
2227,19,2227,1,2227,2,2227,1,2227,3,2227,2,2227,1,2227,1,2227,0,2227,0,2227,3,2227,1,2227,1,2229,0,2229,1,2233,0,2233,2,2254,1,2259,0,2259,0,2264,0,2267,1,2275,1,2305,0,2339,0,2344,0,2398,0,2440,0,,,,,,,,,,,,,,,,,,,,
2229,19,2229,1,2229,2,2229,1,2229,4,2229,2,2229,1,2229,1,2229,0,2229,0,2229,3,2229,1,2229,1,2233,0,2233,1,2238,0,2238,2,2259,1,2264,0,2264,0,2267,0,2271,1,2280,1,2309,0,2344,0,2348,0,2402,0,2445,0,,,,,,,,,,,,,,,,,,,,
2233,19,2233,1,2233,2,2233,1,2233,4,2233,2,2233,1,2233,1,2233,0,2233,0,2233,3,2233,1,2233,1,2238,0,2238,1,2242,0,2242,2,2264,1,2267,0,2267,1,2271,0,2275,1,2285,1,2314,0,2348,0,2352,0,2407,0,2449,0,,,,,,,,,,,,,,,,,,,,
2238,19,2238,1,2238,2,2238,1,2238,3,2238,2,2238,1,2238,1,2238,0,2238,0,2238,3,2238,2,2238,1,2242,0,2242,1,2247,0,2247,2,2267,1,2271,0,2271,1,2275,0,2280,1,2289,0,2318,0,2352,0,2356,0,2411,0,2453,0,,,,,,,,,,,,,,,,,,,,
2242,19,2242,1,2242,2,2242,1,2242,3,2242,2,2242,1,2242,1,2242,1,2242,0,2242,3,2242,2,2242,1,2247,0,2247,1,2251,0,2251,0,2271,1,2275,0,2275,1,2280,0,2285,1,2293,0,2322,0,2356,0,2360,0,2415,0,,,,,,,,,,,,,,,,,,,,,,
2247,19,2247,1,2247,2,2247,1,2247,3,2247,2,2247,1,2247,1,2247,1,2247,0,2247,4,2247,2,2247,2,2251,0,2251,1,2254,0,2254,0,2275,1,2280,0,2280,1,2285,0,2289,1,2297,0,2326,0,2360,0,2364,0,2420,0,,,,,,,,,,,,,,,,,,,,,,
2251,19,2251,1,2251,2,2251,1,2251,3,2251,2,2251,1,2251,1,2251,1,2251,0,2251,4,2251,2,2251,2,2254,0,2254,1,2259,0,2259,0,2280,1,2285,0,2285,1,2289,0,2293,1,2301,0,2330,0,2364,0,2368,0,2423,0,,,,,,,,,,,,,,,,,,,,,,
2254,19,2254,1,2254,2,2254,1,2254,3,2254,2,2254,1,2254,1,2254,1,2254,0,2254,4,2254,2,2254,2,2259,0,2259,1,2264,0,2264,0,2285,1,2289,0,2289,1,2293,0,2297,1,2305,1,2334,0,2368,0,2373,0,2428,0,,,,,,,,,,,,,,,,,,,,,,
2259,19,2259,1,2259,2,2259,1,2259,3,2259,1,2259,1,2259,1,2259,1,2259,0,2259,6,2259,2,2259,2,2264,0,2264,1,2267,0,2267,0,2289,1,2293,0,2293,1,2297,0,2301,1,2309,1,2339,0,2373,0,2378,0,2432,0,,,,,,,,,,,,,,,,,,,,,,
2264,19,2264,1,2264,2,2264,1,2264,3,2264,1,2264,1,2264,1,2264,1,2264,0,2264,6,2264,2,2264,2,2267,0,2267,1,2271,0,2271,0,2293,1,2297,0,2297,1,2301,0,2305,1,2314,1,2344,0,2378,0,2381,0,2436,0,,,,,,,,,,,,,,,,,,,,,,
2267,19,2267,1,2267,2,2267,1,2267,3,2267,1,2267,1,2267,1,2267,1,2267,0,2267,5,2267,2,2267,2,2271,0,2271,1,2275,0,2275,0,2297,1,2301,0,2301,1,2305,0,2309,1,2318,1,2348,0,2381,0,2386,0,2440,0,,,,,,,,,,,,,,,,,,,,,,
2271,19,2271,1,2271,2,2271,1,2271,3,2271,1,2271,1,2271,1,2271,1,2271,0,2271,5,2271,2,2271,2,2275,0,2275,1,2280,0,2280,0,2301,1,2305,0,2305,1,2309,0,2314,1,2322,1,2352,0,2386,0,2390,0,2445,0,,,,,,,,,,,,,,,,,,,,,,
2275,19,2275,1,2275,2,2275,1,2275,3,2275,1,2275,1,2275,1,2275,1,2275,0,2275,6,2275,2,2275,2,2280,0,2280,1,2285,0,2285,0,2305,1,2309,0,2309,1,2314,0,2318,1,2326,1,2356,0,2390,0,2394,0,2449,0,,,,,,,,,,,,,,,,,,,,,,
2280,19,2280,1,2280,2,2280,1,2280,3,2280,1,2280,1,2280,1,2280,1,2280,0,2280,6,2280,2,2280,2,2285,0,2285,1,2289,0,2289,0,2309,1,2314,0,2314,1,2318,0,2322,0,2330,1,2360,0,2394,0,2398,0,2453,0,,,,,,,,,,,,,,,,,,,,,,
2285,19,2285,1,2285,2,2285,1,2285,3,2285,1,2285,1,2285,1,2285,1,2285,0,2285,6,2285,2,2285,2,2289,0,2289,1,2293,0,2293,0,2314,1,2318,0,2318,1,2322,0,2326,1,2334,1,2364,0,2398,0,2402,0,,,,,,,,,,,,,,,,,,,,,,,,
2289,19,2289,1,2289,2,2289,1,2289,2,2289,1,2289,1,2289,1,2289,1,2289,0,2289,6,2289,2,2289,2,2293,0,2293,1,2297,0,2297,0,2318,1,2322,0,2322,1,2326,0,2330,1,2339,1,2368,0,2402,0,2407,0,,,,,,,,,,,,,,,,,,,,,,,,
2293,19,2293,1,2293,2,2293,1,2293,2,2293,1,2293,1,2293,1,2293,1,2293,0,2293,6,2293,2,2293,2,2297,0,2297,1,2301,0,2301,0,2322,1,2326,0,2326,1,2330,0,2334,1,2344,1,2373,0,2407,0,2411,0,,,,,,,,,,,,,,,,,,,,,,,,
2297,19,2297,1,2297,2,2297,1,2297,2,2297,1,2297,1,2297,1,2297,1,2297,0,2297,7,2297,2,2297,2,2301,0,2301,1,2305,0,2305,0,2326,1,2330,0,2330,0,2334,0,2339,1,2348,1,2378,0,2411,0,2415,0,,,,,,,,,,,,,,,,,,,,,,,,
2301,19,2301,1,2301,2,2301,1,2301,2,2301,1,2301,1,2301,1,2301,1,2301,0,2301,6,2301,2,2301,2,2305,0,2305,1,2309,0,2309,0,2330,1,2334,0,2334,0,2339,0,2344,1,2352,1,2381,0,2415,0,2420,0,,,,,,,,,,,,,,,,,,,,,,,,
2305,19,2305,1,2305,2,2305,1,2305,1,2305,0,2305,1,2305,1,2305,0,2305,0,2305,5,2305,1,2305,1,2309,0,2309,1,2314,0,2314,0,2334,1,2339,0,2339,0,2344,0,2348,1,2356,1,2386,0,2420,0,2423,0,,,,,,,,,,,,,,,,,,,,,,,,
2309,19,2309,1,2309,2,2309,1,2309,1,2309,0,2309,1,2309,1,2309,0,2309,0,2309,5,2309,1,2309,1,2314,0,2314,1,2318,0,2318,0,2339,1,2344,0,2344,0,2348,0,2352,1,2360,1,2390,0,2423,0,2428,0,,,,,,,,,,,,,,,,,,,,,,,,
2314,19,2314,1,2314,2,2314,1,2314,2,2314,0,2314,1,2314,1,2314,0,2314,0,2314,6,2314,1,2314,1,2318,0,2318,1,2322,0,2322,0,2344,1,2348,0,2348,0,2352,0,2356,1,2364,0,2394,0,2428,0,2432,0,,,,,,,,,,,,,,,,,,,,,,,,
